Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
431.86,0,2.0,3,0,1,2,9,1,1
3761.97,0,3.0,1,6,0,95,2,0,1
1337.74,4,15.0,1,2,1,94,6,0,0
3866.42,3,18.0,2,6,4,35,4,0,0
4742.83,0,16.0,1,7,1,76,13,0,0
4651.01,4,18.0,0,3,3,109,7,0,1
629.38,3,16.0,0,0,3,39,9,4,0
278.09,3,17.0,2,2,0,13,12,3,0
3886.02,0,3.0,0,0,4,61,13,0,0
3551.26,1,23.0,0,5,2,59,2,1,0
884.98,4,15.0,2,6,1,10,11,4,0
3424.41,2,16.0,1,1,2,81,10,1,0
82.36,1,22.0,0,1,4,67,11,4,0
2524.1000000000004,3,8.0,1,5,3,47,1,0,0
4162.37,2,9.0,1,4,1,25,11,1,0
3210.99,1,4.0,0,4,2,45,1,0,0
331.66,3,0.0,0,5,0,79,7,3,0
4954.91,2,7.0,0,5,0,38,6,1,0
1783.68,2,18.0,2,4,3,44,14,3,0
1905.49,3,9.0,0,2,4,89,14,1,0
428.33,0,0.0,0,5,3,19,10,2,1
839.75,3,15.0,1,4,0,106,7,0,0
1359.52,4,0.0,2,3,4,4,8,1,0
3997.02,3,15.0,0,3,0,39,3,3,0
3460.29,4,13.0,2,2,4,18,5,0,0
2920.33,2,12.0,0,3,0,18,14,1,0
4320.15,3,12.0,0,6,4,13,9,3,0
4989.04,1,18.0,1,3,0,44,8,4,0
1926.95,3,0.0,2,0,1,70,11,3,0
1959.16,0,4.0,0,2,2,70,5,3,0
3681.77,3,9.0,2,0,2,92,6,0,0
3223.52,3,2.0,1,4,3,84,2,0,0
71.9,2,0.0,3,2,4,72,8,3,0
3278.86,0,5.0,0,0,3,89,6,4,0
3599.44,3,18.0,2,7,3,90,12,3,0
4929.75,1,12.0,2,5,2,89,6,1,0
2935.92,2,17.0,0,5,1,80,2,0,0
3423.67,4,20.0,2,1,1,111,10,4,0
3944.79,0,3.0,1,0,0,8,7,3,0
484.32,0,0.0,2,6,0,3,12,0,0
3674.59,2,19.0,0,6,0,32,6,1,0
2736.59,4,10.0,1,4,3,91,4,0,0
504.88,2,21.0,1,2,2,90,10,4,1
2524.1000000000004,0,21.0,1,3,1,22,13,3,0
1176.35,2,0.0,1,6,1,83,2,4,0
2691.8,2,18.0,1,2,4,6,14,4,0
1408.4,2,20.0,1,6,1,112,4,2,0
527.16,0,12.0,1,0,1,19,12,4,0
1258.07,3,9.0,0,5,3,55,2,1,0
2196.84,4,15.0,0,1,2,61,2,1,0
2473.17,0,15.0,0,0,2,79,3,3,0
2524.1000000000004,3,12.0,0,2,2,80,3,3,0
1608.29,4,12.0,0,3,0,24,6,0,0
4297.66,2,6.0,1,6,3,5,1,0,0
4552.36,3,17.0,0,6,0,10,1,3,0
2678.23,1,15.0,0,5,2,12,1,3,0
2454.36,4,23.0,3,3,3,117,6,1,0
2909.14,3,8.0,2,2,4,93,14,0,0
1076.77,4,13.0,0,3,2,54,5,3,0
4967.89,2,9.0,2,7,4,17,8,3,0
3727.64,1,17.0,1,2,2,83,2,0,0
1197.54,3,17.0,1,6,4,28,4,4,0
1364.37,0,7.0,2,4,3,84,6,3,0
3243.82,4,16.0,2,3,3,50,1,4,0
1617.62,3,23.0,1,0,4,33,7,0,0
1779.81,2,4.0,0,5,2,48,2,1,1
3905.81,4,20.0,2,7,3,101,4,1,0
1338.3,3,2.0,1,7,4,78,4,0,0
3527.68,2,15.0,2,7,4,87,1,1,0
4674.75,4,16.0,2,0,0,99,1,3,0
625.06,2,2.0,1,5,3,30,8,1,0
725.7,3,22.0,2,6,1,37,12,3,0
4714.65,3,3.0,0,6,1,84,3,3,0
1021.58,0,19.0,2,2,4,16,3,4,0
109.4,2,15.0,2,0,2,71,13,4,0
4343.2,4,21.0,2,0,0,112,3,3,0
1415.1,4,13.0,1,5,0,16,5,1,0
1495.28,0,0.0,1,7,4,89,2,1,0
1138.47,1,5.0,0,1,0,100,9,0,0
4588.75,0,8.0,2,0,0,85,8,3,0
3873.22,4,4.0,1,5,3,88,12,1,0
2985.98,2,19.0,0,3,1,13,12,4,0
2269.03,0,11.0,2,0,0,12,11,4,0
721.93,2,14.0,0,7,3,61,7,0,0
4630.3,1,17.0,1,0,0,4,10,0,0
3749.57,4,7.0,0,0,4,54,11,4,0
1398.02,1,0.0,0,7,3,84,10,0,0
4737.74,2,20.0,0,2,3,108,4,4,0
4676.28,1,21.0,1,6,0,14,10,0,0
3299.3,3,19.0,1,7,2,116,14,3,0
4925.09,2,21.0,1,1,0,87,13,0,0
940.3,0,0.0,1,1,2,46,11,0,0
3658.29,2,3.0,2,1,3,61,14,4,1
765.12,0,12.0,2,0,0,66,2,1,0
3460.0,1,20.0,0,1,0,56,14,3,0
4599.66,4,14.0,1,1,3,23,1,1,0
2682.81,3,13.0,2,6,3,40,14,3,0
3816.52,1,15.0,2,7,1,90,9,1,0
719.89,2,11.0,0,4,1,108,11,3,0
3167.81,4,0.0,1,0,4,63,11,4,0
320.64,0,22.0,1,0,4,89,13,3,0
189.3,2,23.0,3,1,3,84,12,3,0
3172.14,1,7.0,2,7,2,31,7,3,0
2866.18,1,21.0,2,1,3,116,3,4,0
1649.61,4,18.0,0,7,1,13,6,1,0
2567.08,2,10.0,2,7,0,44,6,4,0
3423.28,2,22.0,0,4,0,54,5,0,0
3225.42,0,22.0,2,5,1,45,5,4,0
372.79,1,19.0,2,3,0,97,8,3,0
3392.21,3,0.0,0,2,4,60,5,0,0
3299.37,1,14.0,1,4,0,93,7,4,0
3349.72,3,17.0,1,6,4,54,14,4,0
4237.53,4,17.0,2,2,3,103,5,1,0
2885.63,4,23.0,2,3,3,42,5,4,0
4689.81,1,14.0,0,6,1,90,14,4,0
4900.15,1,22.0,0,7,3,107,9,0,1
3760.46,3,7.0,0,1,1,118,6,4,0
1796.62,1,11.0,2,4,3,81,12,0,0
719.78,4,21.0,1,1,2,17,4,3,0
2524.1000000000004,4,19.0,3,4,3,38,14,4,0
737.43,0,8.0,0,7,0,76,14,0,0
735.12,3,22.0,0,0,1,117,8,3,0
4595.62,2,6.0,0,3,2,98,1,3,1
2801.56,1,19.0,1,1,0,64,5,4,0
2524.1000000000004,4,18.0,1,7,1,3,10,2,0
4815.1,3,11.0,0,4,3,63,8,4,1
3538.12,0,20.0,0,0,4,5,4,1,0
2676.55,3,22.0,1,3,0,76,2,4,0
1650.75,1,23.0,0,6,4,13,2,3,0
3384.7,2,5.0,0,5,0,5,10,0,0
3655.82,3,0.0,1,3,1,49,10,3,0
3561.99,1,12.0,2,2,1,18,10,0,0
980.71,0,7.0,0,5,1,107,2,1,0
3487.73,3,12.0,0,4,3,84,10,0,0
49997.8,1,1.0,0,4,1,90,9,4,0
4251.13,3,10.0,1,2,1,45,4,3,0
3125.72,3,0.0,1,7,3,76,11,4,0
735.65,0,1.0,1,1,1,61,7,4,0
1596.07,3,12.0,0,7,3,70,3,4,0
3720.37,0,0.0,1,2,3,45,13,0,0
3701.11,3,8.0,2,5,2,6,14,1,0
1117.46,4,17.0,0,0,0,60,4,0,0
1776.19,2,19.0,2,6,1,90,5,1,0
81.52,2,17.0,0,7,4,32,3,0,0
1661.86,4,7.0,0,4,0,107,5,1,0
136.56,2,18.0,2,3,2,37,14,0,0
4364.99,0,3.0,0,1,0,103,7,3,0
3334.9,1,17.0,0,2,0,26,6,4,0
4845.89,0,23.0,1,7,4,1,3,1,0
4460.16,1,1.0,0,6,1,21,5,3,0
3019.36,0,9.0,1,5,1,40,4,4,0
2517.13,0,12.0,0,6,2,29,13,3,0
4419.2,1,12.0,0,1,0,75,8,1,0
1495.58,4,16.0,0,0,0,115,10,4,0
1121.47,4,12.0,1,3,4,95,11,1,0
2524.1000000000004,4,6.0,1,3,2,73,4,0,0
270.72,4,0.0,0,0,1,41,3,4,0
1513.35,0,17.0,0,5,3,59,10,0,0
422.98,0,18.0,0,6,4,111,14,4,0
268.04,3,1.0,1,2,0,8,7,0,0
2758.94,2,15.0,0,2,0,60,11,4,0
3542.29,3,2.0,2,2,1,104,2,3,0
2524.1000000000004,2,21.0,0,2,1,31,9,3,0
357.53,2,19.0,1,4,2,27,4,2,0
1977.87,0,23.0,2,3,4,101,8,4,0
559.2,4,0.0,2,1,4,114,9,4,0
3252.07,1,1.0,2,6,0,110,3,3,0
4132.9,0,6.0,1,0,4,43,1,3,0
587.95,1,3.0,0,1,4,55,10,4,0
338.93,3,6.0,0,5,3,76,4,0,0
2032.73,4,8.0,1,6,1,94,2,2,0
1520.85,3,23.0,1,0,0,23,14,0,0
1307.15,4,23.0,2,1,0,108,4,3,0
1060.92,0,10.0,2,5,4,104,12,3,0
1588.04,1,10.0,2,4,4,111,13,0,0
2524.1000000000004,4,3.0,0,0,4,80,2,3,0
4289.07,2,23.0,0,1,3,71,13,4,0
2524.1000000000004,0,2.0,1,0,2,50,9,3,0
4003.37,0,16.0,1,6,3,69,12,0,0
78.6,4,13.0,0,6,2,64,8,4,0
561.72,4,12.0,0,4,2,114,7,1,0
2524.1000000000004,3,1.0,0,6,4,91,13,4,0
3221.28,0,2.0,2,0,0,106,13,0,0
4417.65,2,8.0,0,6,4,85,8,4,0
1159.55,1,23.0,0,1,3,28,8,0,0
700.32,2,11.0,0,2,0,109,10,4,0
4240.36,1,2.0,0,2,1,118,12,2,0
2048.63,3,17.0,2,7,4,36,10,0,0
3499.04,4,22.0,0,3,2,48,11,4,0
2742.4,1,20.0,0,4,3,7,10,4,0
883.68,2,6.0,0,4,4,1,7,4,0
3504.37,4,1.0,0,1,1,106,8,3,0
2106.79,2,4.0,1,7,4,66,7,0,0
1442.3,3,15.0,2,1,4,85,9,1,0
4513.98,3,9.0,2,4,0,22,7,1,0
34.9,2,20.0,1,2,2,116,5,1,0
2027.32,2,21.0,2,5,0,90,14,3,0
1506.06,2,5.0,1,2,4,89,9,4,0
277.13,1,19.0,2,3,3,77,4,0,0
406.71,0,3.0,2,6,3,25,7,1,0
2524.1000000000004,0,7.0,0,6,1,66,13,0,0
2527.47,0,21.0,0,6,0,64,3,0,0
1416.8,1,8.0,2,6,3,83,9,4,1
4190.11,0,12.0,1,3,1,23,9,4,0
1203.68,0,22.0,2,2,0,77,5,0,0
3602.5,0,12.0,2,5,0,95,6,4,0
1055.83,2,1.0,2,4,0,119,7,1,0
217.55,1,9.0,1,0,1,76,9,1,0
1326.79,2,23.0,2,3,0,4,9,0,0
4188.65,2,15.0,2,7,3,77,10,4,0
415.84,4,17.0,1,1,3,85,8,1,0
1725.76,1,8.0,2,1,0,56,6,0,0
45.04,3,11.0,2,3,1,11,2,4,0
3153.07,1,12.0,0,5,4,114,4,1,0
4714.09,0,12.0,0,0,0,75,8,0,0
1924.91,3,15.0,1,6,0,8,6,3,0
2886.71,2,7.0,1,7,4,67,8,4,1
2264.16,1,1.0,0,3,2,66,1,0,0
2524.1000000000004,0,15.0,2,4,0,63,2,3,0
3681.31,3,12.0,0,1,1,71,4,0,0
225.89,4,23.0,2,5,0,61,3,3,0
548.08,4,23.0,2,5,4,14,5,4,0
2355.05,1,1.0,2,0,3,85,5,4,0
3160.57,4,10.0,2,5,4,57,1,4,0
1455.53,0,3.0,1,1,3,4,12,1,0
3374.85,3,15.0,1,6,0,110,9,3,0
2884.74,1,1.0,1,6,3,32,13,3,0
2524.1000000000004,0,12.0,0,2,0,51,8,1,0
2913.57,1,16.0,2,4,4,33,4,4,0
4582.74,4,12.0,1,2,4,59,7,3,0
1219.8,0,0.0,0,7,1,47,4,4,0
3957.1,4,3.0,0,5,3,107,14,3,0
64.73,4,12.0,2,3,4,56,14,3,0
428.57,0,2.0,0,2,3,55,9,4,0
4748.68,3,13.0,2,7,0,56,11,1,0
3490.15,2,17.0,2,3,0,35,13,4,0
3168.42,3,13.0,0,7,4,81,9,0,0
1673.61,3,21.0,0,7,1,33,7,4,0
925.76,3,10.0,0,1,0,43,9,1,0
1902.68,1,12.0,3,2,2,92,5,3,0
2993.96,2,15.0,0,7,3,83,7,4,0
3173.74,1,15.0,3,1,1,8,13,1,0
851.91,1,21.0,0,5,4,82,3,4,0
49997.8,4,10.0,2,3,3,7,6,0,0
2835.96,1,0.0,2,7,4,63,11,4,0
2524.1000000000004,3,13.0,1,3,3,82,2,0,0
2749.37,3,9.0,0,0,3,61,10,4,0
2905.09,4,19.0,1,0,2,34,14,3,0
3827.12,2,6.0,0,0,0,60,5,4,0
2097.47,0,20.0,2,2,3,78,9,3,0
1922.42,0,19.0,2,7,3,38,9,3,0
2956.59,2,18.0,1,6,2,30,10,0,1
3917.62,2,9.0,0,1,3,31,3,1,0
3189.72,1,2.0,0,0,4,29,13,1,0
934.73,1,4.0,0,2,4,85,13,4,0
1991.51,1,21.0,2,5,0,19,11,4,0
2565.42,3,5.0,2,5,1,37,9,1,0
2621.1,2,15.0,0,6,2,100,4,0,0
1701.28,2,21.0,0,0,2,105,7,0,0
2614.46,1,20.0,3,4,2,65,1,4,0
3366.51,2,9.0,0,3,4,29,14,4,0
2342.52,3,12.0,2,7,1,69,10,4,0
2259.48,2,16.0,2,6,0,86,14,0,0
4008.91,0,7.0,0,0,3,66,10,0,0
3785.41,3,4.0,0,1,4,39,1,4,0
2524.1000000000004,1,13.0,2,5,4,52,12,3,0
4980.09,4,14.0,2,5,1,36,10,0,0
337.02,0,18.0,0,0,0,7,9,0,0
1633.35,3,23.0,0,6,1,52,4,4,0
188.97,4,15.0,0,1,0,24,12,4,0
4198.15,3,9.0,2,0,3,61,12,0,1
3779.37,0,23.0,1,6,4,64,8,4,0
3419.96,2,4.0,0,1,2,114,9,0,0
1076.29,1,9.0,2,2,0,36,4,4,1
3540.06,3,10.0,1,3,3,9,12,1,0
1779.78,1,11.0,0,0,3,5,5,0,0
4343.5,3,17.0,1,6,2,99,14,3,0
1001.51,3,15.0,2,3,4,99,8,0,1
1093.11,4,4.0,0,6,3,81,10,1,0
4803.13,0,12.0,0,0,4,100,6,0,0
2587.52,3,2.0,0,7,1,87,5,0,0
2234.7,4,11.0,2,6,2,43,4,4,0
1761.98,0,12.0,1,0,3,10,9,3,0
4156.91,0,13.0,0,2,2,55,13,3,0
1766.77,3,21.0,0,1,2,79,14,0,0
2524.1000000000004,0,5.0,2,6,3,15,11,3,0
2524.1000000000004,0,8.0,0,4,0,108,9,3,0
2606.03,2,3.0,0,3,2,29,10,0,0
2524.1000000000004,1,18.0,0,0,4,32,10,1,0
4787.91,2,15.0,2,0,0,94,12,0,0
4977.6,0,7.0,2,6,0,99,7,1,0
2367.99,2,17.0,2,0,1,98,14,3,0
3875.87,2,8.0,0,6,0,40,10,0,0
2764.91,4,4.0,1,1,0,26,3,1,0
2742.05,1,3.0,2,0,3,102,1,3,0
4032.17,3,15.0,2,2,4,79,9,4,0
4177.61,3,12.0,2,5,4,5,2,4,0
103.87,4,15.0,0,1,0,67,3,1,0
4714.24,3,9.0,2,0,0,25,7,1,0
4115.8,2,0.0,0,1,3,66,13,4,0
3606.94,0,11.0,2,0,3,104,1,4,0
4260.9,2,23.0,2,4,0,24,2,4,0
2688.63,2,1.0,2,6,4,109,10,3,0
3867.45,4,19.0,0,0,1,44,5,4,0
2995.25,1,20.0,2,6,3,97,3,4,0
2716.94,2,14.0,0,5,4,41,10,0,0
1061.98,4,19.0,0,3,3,24,8,0,0
4237.84,4,11.0,2,1,1,119,5,0,0
4419.94,0,6.0,1,4,2,8,5,1,0
4856.11,4,23.0,2,3,0,59,10,1,0
606.59,2,19.0,2,1,2,81,11,1,0
1461.41,3,1.0,1,0,3,78,12,4,0
3428.6,3,1.0,0,0,3,84,14,0,0
4276.87,2,1.0,1,4,4,86,10,3,0
3757.76,3,18.0,2,2,1,107,12,0,0
2280.68,0,15.0,2,0,4,111,6,1,0
3631.26,1,17.0,0,7,4,81,13,3,0
2524.1000000000004,4,3.0,2,3,1,111,9,0,0
3314.38,1,1.0,1,3,2,110,4,4,0
45.02,3,11.0,1,4,2,73,6,0,0
242.51,1,7.0,0,4,3,22,9,1,0
3787.69,0,5.0,1,4,3,109,7,1,0
2390.75,3,6.0,0,0,1,30,4,1,0
302.46,4,0.0,2,2,3,62,3,3,0
2411.9,2,23.0,0,1,0,78,10,0,0
318.46,0,8.0,0,1,3,81,7,4,0
1733.43,3,18.0,0,5,1,29,4,4,0
791.08,0,18.0,2,1,4,119,5,4,0
1100.77,2,18.0,1,2,0,63,2,3,0
2524.1000000000004,4,21.0,1,1,4,48,10,3,0
1861.98,1,15.0,0,0,3,94,11,2,1
544.0,0,20.0,0,4,1,80,12,3,0
2524.1000000000004,2,11.0,1,5,2,36,1,0,0
2038.47,0,10.0,0,0,1,69,2,1,0
4200.13,2,12.0,2,3,3,76,10,4,0
4130.5,0,19.0,0,7,1,48,8,0,0
4122.27,2,12.0,0,3,0,119,6,3,0
2350.85,1,5.0,0,1,3,4,1,0,0
1457.49,0,14.0,1,7,4,107,10,0,0
2079.93,1,18.0,0,1,0,94,14,1,0
3438.42,2,8.0,1,7,1,52,11,1,0
2651.28,0,13.0,2,5,4,18,4,0,0
3123.4,0,17.0,0,4,0,53,6,4,0
3470.12,2,19.0,1,0,2,65,10,1,0
4592.22,1,12.0,0,3,2,68,4,0,0
4720.16,2,3.0,0,7,4,11,2,1,0
4203.15,4,12.0,0,0,1,18,6,3,0
329.98,2,18.0,2,1,0,67,11,3,0
4896.78,1,1.0,2,2,4,15,2,4,0
3519.64,4,19.0,1,5,3,109,5,0,0
3468.49,4,17.0,0,5,4,3,2,1,0
120.41,4,2.0,0,0,3,102,8,1,0
2399.6,4,2.0,0,1,0,40,14,3,0
3134.37,0,11.0,0,7,4,20,11,4,0
1396.15,3,11.0,2,4,2,51,5,1,0
420.78,2,20.0,0,3,1,57,8,1,0
2664.56,4,9.0,0,7,4,95,8,0,1
2234.24,0,14.0,2,6,4,8,4,4,0
49997.8,1,12.0,0,7,2,63,9,4,0
2599.49,4,23.0,0,7,4,60,6,4,1
543.05,4,12.0,2,6,3,114,6,3,0
2125.63,1,22.0,2,2,0,55,11,4,0
1355.71,3,11.0,2,1,3,23,7,1,0
49997.8,3,10.0,2,2,4,104,12,0,0
178.49,0,17.0,0,4,0,34,1,3,0
2802.32,1,19.0,1,0,2,63,8,3,0
763.84,3,21.0,1,2,1,40,11,1,0
1599.87,4,23.0,0,0,1,111,14,3,0
923.59,4,13.0,0,3,3,94,13,4,0
4975.76,2,12.0,1,2,2,43,2,3,0
166.65,2,18.0,1,5,0,63,12,3,0
2709.08,3,22.0,0,6,0,14,2,4,0
3042.17,2,7.0,0,4,0,46,12,3,0
3861.98,0,18.0,0,1,3,38,12,0,1
3131.79,2,14.0,1,7,2,78,10,4,0
1160.58,0,13.0,1,6,0,67,11,0,0
2992.2,4,17.0,0,4,4,116,5,1,0
4874.96,3,18.0,0,3,1,57,1,0,0
4243.02,0,12.0,1,6,0,46,10,4,0
2270.22,3,7.0,1,0,2,102,5,0,0
2524.1000000000004,2,13.0,1,6,0,36,11,0,0
668.88,0,12.0,0,5,3,66,4,1,0
2851.78,1,1.0,1,5,3,53,6,3,1
1404.82,2,3.0,0,0,2,100,6,0,0
545.03,3,18.0,2,0,1,7,12,4,0
2373.68,2,15.0,1,1,4,43,11,3,0
230.13,4,18.0,2,0,1,63,7,4,0
605.06,1,13.0,1,2,3,61,2,1,0
1099.12,3,18.0,0,4,0,34,12,4,0
4953.22,1,22.0,1,1,2,68,11,1,0
4043.37,1,20.0,1,1,0,64,6,4,0
2711.08,1,11.0,0,5,0,10,11,0,0
1166.66,3,20.0,1,1,3,78,7,1,1
2597.0,4,9.0,1,7,3,23,4,3,0
3246.74,1,12.0,0,7,4,30,7,3,0
27.8,1,10.0,2,7,4,74,1,0,0
2524.1000000000004,0,0.0,0,2,3,87,6,0,0
3135.77,2,2.0,0,0,1,97,10,0,0
4941.29,3,20.0,2,0,3,7,12,4,0
2347.98,3,12.0,1,7,1,48,9,3,0
3119.42,2,23.0,2,7,2,94,12,0,0
2310.0,4,1.0,3,2,2,16,8,0,0
52.37,0,13.0,1,3,1,111,13,0,0
4250.21,0,0.0,1,0,2,66,3,0,0
2524.1000000000004,3,14.0,1,6,4,17,12,4,0
2357.33,0,2.0,1,7,4,43,8,3,0
1803.02,2,15.0,1,5,2,21,12,4,0
2524.1000000000004,1,18.0,1,4,0,84,2,4,0
3629.13,3,4.0,2,1,0,22,13,4,0
3504.62,3,9.0,1,1,4,22,1,3,0
4042.85,3,13.0,0,5,0,47,14,1,0
4873.46,0,4.0,1,1,0,93,2,1,0
2524.1000000000004,3,14.0,2,0,1,23,14,0,0
1698.1,3,7.0,0,3,2,73,5,3,0
2470.16,4,21.0,0,4,4,61,4,4,0
776.18,3,18.0,0,1,0,84,12,3,0
3791.36,2,11.0,1,2,3,65,12,4,0
2524.1000000000004,0,18.0,0,1,2,108,1,0,0
1060.65,3,20.0,0,1,1,72,8,1,0
4320.86,2,12.0,0,6,1,112,13,3,0
3097.22,0,3.0,1,3,2,1,12,3,0
49997.8,0,21.0,0,0,0,104,2,3,1
986.6,3,16.0,2,7,3,46,5,4,0
4456.01,0,13.0,0,4,4,82,3,3,0
1908.32,2,2.0,2,7,1,70,12,0,0
4921.84,4,6.0,1,2,3,113,13,0,0
2651.11,1,9.0,1,7,3,41,6,1,0
1043.54,3,2.0,0,3,3,7,14,3,0
2971.5,0,9.0,0,1,0,54,10,0,0
516.24,4,2.0,1,6,3,6,9,3,0
4038.54,2,18.0,1,2,2,57,14,3,0
3141.06,0,15.0,1,1,1,80,10,4,0
4819.91,2,5.0,1,0,4,58,9,1,0
3452.09,1,0.0,0,7,3,50,13,4,1
250.51,0,15.0,1,2,2,72,6,0,0
2384.76,1,18.0,1,3,1,55,5,4,0
2658.89,2,11.0,1,7,4,47,13,0,0
4584.3,1,4.0,3,7,2,1,5,4,0
2165.17,4,22.0,1,3,3,92,10,4,0
2969.6,4,23.0,3,5,3,63,12,4,0
933.85,2,21.0,1,0,3,22,9,4,0
1226.91,0,10.0,2,7,2,70,10,3,0
2745.19,2,23.0,2,4,3,84,13,0,0
3486.44,1,20.0,2,5,4,72,10,2,0
2180.13,3,12.0,0,0,4,79,11,4,0
2524.1000000000004,3,16.0,0,6,4,59,2,2,0
1283.69,4,8.0,2,3,1,48,10,1,0
3492.16,4,18.0,0,1,4,107,3,4,0
32.34,3,12.0,2,4,2,7,4,1,0
2566.28,1,2.0,1,6,2,43,5,0,0
22.81,2,5.0,0,7,0,65,1,1,0
2969.37,0,8.0,0,4,4,20,10,4,0
159.38,3,22.0,0,2,3,69,7,0,0
4700.64,1,8.0,0,1,2,76,3,0,0
2392.38,2,19.0,1,4,1,69,3,1,0
3421.69,3,18.0,2,0,1,107,13,4,0
4268.72,0,1.0,2,6,2,95,4,3,0
1180.93,2,2.0,1,4,3,62,14,2,0
2702.57,1,8.0,2,1,4,99,5,2,0
4317.93,0,18.0,1,1,4,29,9,4,0
2691.18,3,20.0,0,7,2,7,5,3,0
1966.9,4,2.0,0,2,3,60,9,4,0
1847.5,4,22.0,0,0,1,28,11,0,0
1923.62,1,23.0,0,5,1,109,5,3,0
3079.08,4,1.0,0,4,0,65,14,0,0
233.08,2,20.0,2,3,2,34,9,0,0
2079.84,4,12.0,0,7,0,29,7,0,0
2805.14,4,16.0,1,5,4,43,10,3,0
49997.8,2,1.0,1,7,3,107,13,1,0
2652.32,1,1.0,1,1,0,52,10,1,0
4631.23,3,9.0,0,5,4,104,10,0,0
2221.65,1,21.0,0,2,1,83,10,0,0
3255.72,4,15.0,1,6,1,33,13,4,0
92.82,1,12.0,1,0,4,55,2,1,0
1196.05,3,7.0,1,1,4,29,4,0,0
4078.21,2,21.0,0,1,4,105,3,3,0
2933.14,2,17.0,1,1,4,52,14,3,1
4731.13,2,20.0,0,4,4,45,5,1,0
3765.62,1,10.0,1,6,2,58,6,1,0
2251.07,4,8.0,0,6,1,43,14,1,0
3894.66,2,1.0,0,5,1,62,6,3,0
2341.59,4,22.0,0,3,4,105,8,0,0
1654.19,0,12.0,0,4,0,119,12,0,0
240.24,2,9.0,0,1,4,75,8,1,0
4328.79,3,5.0,2,6,1,15,4,3,0
2097.61,4,18.0,2,3,3,118,13,3,0
3427.43,0,23.0,0,3,2,5,3,4,0
49997.8,2,19.0,1,2,2,3,9,4,0
4145.67,4,23.0,1,0,2,79,7,4,0
4121.88,4,13.0,2,1,4,6,12,0,0
2413.33,0,22.0,1,1,2,108,3,3,0
3362.36,3,15.0,1,1,0,85,3,0,0
2609.66,1,11.0,2,1,0,39,14,0,0
2763.57,3,17.0,0,3,2,36,8,2,0
4444.56,1,15.0,0,4,4,110,4,1,1
4834.74,3,1.0,2,6,3,7,14,0,0
1840.66,3,13.0,1,6,2,112,6,1,0
1662.01,2,20.0,1,0,3,67,5,3,0
1522.52,4,0.0,1,4,0,89,6,1,1
3854.94,3,5.0,1,1,2,115,4,0,0
3615.87,4,21.0,0,2,3,25,4,4,1
223.78,4,11.0,1,0,3,7,9,3,0
2524.1000000000004,4,12.0,1,2,1,54,7,1,0
3232.79,4,6.0,0,2,4,43,5,3,0
2524.1000000000004,3,3.0,1,3,3,56,14,1,0
462.44,1,0.0,1,0,4,105,5,3,0
2071.25,4,19.0,2,6,4,99,8,1,0
4388.03,4,0.0,2,6,1,102,1,4,0
1834.73,2,13.0,3,3,4,114,1,1,0
3479.67,3,19.0,1,2,1,118,11,4,0
4503.37,3,5.0,1,0,3,102,7,0,0
850.72,3,20.0,0,7,0,44,5,4,0
3050.46,1,10.0,0,3,2,94,2,4,0
4538.76,4,22.0,0,7,4,82,3,0,0
971.1,0,4.0,0,5,2,113,11,4,0
4943.62,1,3.0,2,6,2,29,2,4,0
1828.59,4,18.0,2,0,3,84,11,3,0
1091.54,2,2.0,1,4,1,31,11,4,0
4189.91,0,6.0,1,3,3,10,1,4,0
2342.21,2,1.0,1,1,1,77,1,0,0
3355.04,3,20.0,2,6,1,47,10,1,0
2450.59,1,0.0,1,6,2,46,12,1,0
3219.42,0,21.0,0,5,4,13,14,4,0
181.67,0,0.0,0,2,4,49,9,3,0
2524.1000000000004,3,12.0,0,0,1,7,11,4,0
3288.27,4,1.0,2,7,4,5,3,4,0
2524.1000000000004,0,11.0,1,7,1,62,3,4,0
3879.89,1,15.0,1,0,0,17,14,3,0
49997.8,1,14.0,2,4,4,88,3,0,0
191.87,2,0.0,0,1,4,84,1,0,0
4277.31,1,20.0,2,4,1,93,3,3,0
849.47,3,6.0,2,0,3,113,2,0,0
4587.1,1,21.0,1,2,3,38,2,0,0
4734.23,1,0.0,1,5,4,85,3,0,0
2848.05,3,8.0,1,3,3,106,12,3,0
2397.67,4,8.0,0,0,3,33,1,3,0
3793.71,0,1.0,2,3,1,67,11,4,0
4590.52,3,21.0,1,3,3,85,7,0,0
1166.07,4,16.0,0,3,4,118,1,0,0
1915.3,3,13.0,2,7,0,21,2,0,0
2090.59,3,12.0,2,2,0,58,9,4,0
4229.88,2,20.0,2,0,0,102,13,0,0
688.9,0,18.0,0,4,0,72,6,1,0
3117.11,0,10.0,2,0,2,58,3,0,0
1757.95,2,13.0,0,7,1,87,6,1,0
4428.14,0,4.0,1,7,0,39,13,4,0
1702.26,0,5.0,2,6,3,12,3,2,0
4889.84,1,19.0,0,6,4,62,8,4,0
83.08,3,8.0,0,6,2,106,4,4,0
1201.57,0,6.0,0,3,2,29,3,1,1
2289.32,4,10.0,2,2,3,114,4,4,0
1285.34,2,5.0,3,3,3,114,10,0,0
3688.28,0,10.0,0,2,3,100,9,4,0
4073.68,4,16.0,1,6,3,12,7,4,0
3489.05,3,12.0,1,0,0,100,1,1,0
